
                  X             E33_3D40N1F        E33_3D40N2F        E33_3D40N3F        E33_3D40N4F        E33_3D40N5F   
              545.               -12.4435E-09       -96.8233E-06      -109.197E-06       -116.558E-06       -121.451E-06  
              545.27             -14.8979E-09       -95.9505E-06      -108.214E-06       -115.509E-06       -120.358E-06  
              545.536            -12.1302E-09       -95.0933E-06      -107.249E-06       -114.478E-06       -119.284E-06  
              545.588            -11.5822E-09       -94.9236E-06      -107.058E-06       -114.274E-06       -119.072E-06  
              545.667            -10.7644E-09       -94.6703E-06      -106.773E-06       -113.97E-06        -118.754E-06  
              546.176             -5.4492E-09       -93.0296E-06      -104.918E-06       -111.992E-06       -116.693E-06  
              546.4               -3.11806E-09      -92.31E-06        -104.105E-06       -111.124E-06       -115.789E-06  
              546.518             -1.88917E-09      -91.9307E-06      -103.676E-06       -110.667E-06       -115.312E-06  
              546.765            684.443E-12        -91.1362E-06      -102.779E-06       -109.709E-06       -114.314E-06  
              547.133              4.52831E-09      -89.9497E-06      -101.44E-06        -108.278E-06       -112.823E-06  
              547.353              6.81809E-09      -89.2405E-06      -100.642E-06       -107.426E-06       -111.935E-06  
              547.5                8.35118E-09      -88.7657E-06      -100.108E-06       -106.855E-06       -111.341E-06  
              547.867             12.174E-09        -87.5818E-06       -98.7741E-06      -105.433E-06       -109.859E-06  
              547.941             12.9511E-09       -87.3411E-06       -98.503E-06       -105.144E-06       -109.558E-06  
              548.243             16.1007E-09       -86.3657E-06       -97.4042E-06      -103.971E-06       -108.336E-06  
              548.482             13.3342E-09       -85.5942E-06       -96.5352E-06      -103.044E-06       -107.37E-06   
              548.529             12.7864E-09       -85.4415E-06       -96.3634E-06      -102.861E-06       -107.179E-06  
              548.6               11.9693E-09       -85.2136E-06       -96.1072E-06      -102.587E-06       -106.894E-06  
              549.118              5.97415E-09      -83.5489E-06       -94.2272E-06      -100.579E-06       -104.802E-06  
              549.333              3.47699E-09      -82.8554E-06       -93.4441E-06       -99.7429E-06      -103.93E-06   
              549.464              1.96017E-09      -82.4342E-06       -92.9685E-06       -99.2347E-06      -103.4E-06    
              549.706           -837.392E-12        -81.6574E-06       -92.0898E-06       -98.2973E-06      -102.424E-06  
              550.067             -5.01536E-09      -80.4973E-06       -90.7775E-06       -96.8973E-06      -100.966E-06  
              550.294             -7.64965E-09      -79.7626E-06       -89.9501E-06       -96.0155E-06      -100.047E-06  
              550.446             -9.41314E-09      -79.2708E-06       -89.3962E-06       -95.4252E-06       -99.4315E-06 
              550.8              -13.5077E-09       -78.129E-06        -88.1131E-06       -94.0546E-06       -98.0025E-06 
              550.882            -14.4612E-09       -77.8631E-06       -87.8143E-06       -93.7351E-06       -97.6697E-06 
              551.216            -18.3275E-09       -76.7849E-06       -86.6027E-06       -92.4399E-06       -96.3212E-06 
              551.429            -15.2411E-09       -76.099E-06        -85.8319E-06       -91.6159E-06       -95.4632E-06 
              551.471            -14.6309E-09       -75.9633E-06       -85.6792E-06       -91.453E-06        -95.2936E-06 
              551.533            -13.7192E-09       -75.7607E-06       -85.451E-06        -91.2096E-06       -95.0401E-06 
              552.059             -6.08319E-09      -74.0733E-06       -83.5398E-06       -89.1735E-06       -92.9168E-06 
              552.267             -3.06336E-09      -73.4059E-06       -82.784E-06        -88.3682E-06       -92.0776E-06 
              552.411           -970.324E-12        -72.9434E-06       -82.2602E-06       -87.8096E-06       -91.496E-06  
              552.647              2.46368E-09      -72.1846E-06       -81.4033E-06       -86.893E-06        -90.5417E-06 
              553.                 7.5925E-09       -71.0512E-06       -80.1236E-06       -85.524E-06        -89.1159E-06 
              553.235             11.0114E-09       -70.2912E-06       -79.2705E-06       -84.6129E-06       -88.1655E-06 
              553.393             13.3014E-09       -69.7821E-06       -78.6992E-06       -84.0027E-06       -87.5295E-06 
              553.733             18.2484E-09       -68.6824E-06       -77.4611E-06       -82.6844E-06       -86.1556E-06 
              553.824             19.5592E-09       -68.3911E-06       -77.1331E-06       -82.3346E-06       -85.7915E-06 
              554.189             24.8725E-09       -67.21E-06         -75.8034E-06       -80.9168E-06       -84.3148E-06 
              554.375             22.454E-09        -66.6098E-06       -75.1278E-06       -80.1963E-06       -83.5644E-06 
              554.412             21.9757E-09       -66.4912E-06       -74.9947E-06       -80.0539E-06       -83.416E-06  
              554.467             21.2607E-09       -66.3137E-06       -74.7958E-06       -79.8409E-06       -83.1945E-06 
              555.                14.3183E-09       -64.6047E-06       -72.8645E-06       -77.7774E-06       -81.0434E-06 
              555.2               11.7148E-09       -63.9638E-06       -72.1402E-06       -77.0036E-06       -80.2359E-06 
              555.357              9.66972E-09      -63.4603E-06       -71.5713E-06       -76.3945E-06       -79.6017E-06 
              555.588              6.66095E-09      -62.7196E-06       -70.7309E-06       -75.4985E-06       -78.6686E-06 
              555.933              2.16884E-09      -61.6138E-06       -69.4761E-06       -74.1607E-06       -77.2775E-06 
              556.176           -995.65E-12         -60.8286E-06       -68.5921E-06       -73.2211E-06       -76.2975E-06 
              556.339             -3.11538E-09      -60.3026E-06       -68.E-06           -72.5917E-06       -75.6404E-06 
              556.667             -7.37707E-09      -59.2451E-06       -66.8164E-06       -71.3263E-06       -74.3191E-06 
              556.765             -8.65304E-09      -58.9285E-06       -66.462E-06        -70.9464E-06       -73.9235E-06 
              557.162            -13.8268E-09       -57.6448E-06       -65.025E-06        -69.4059E-06       -72.3228E-06 
              557.321            -10.364E-09        -57.1304E-06       -64.4493E-06       -68.7887E-06       -71.6814E-06 
              557.353             -9.67781E-09      -57.0285E-06       -64.3346E-06       -68.6664E-06       -71.5543E-06 
              557.4               -8.65449E-09      -56.8765E-06       -64.1635E-06       -68.484E-06        -71.3645E-06 
              557.941              3.11301E-09      -55.1461E-06       -62.1959E-06       -66.3951E-06       -69.1811E-06 
              558.133              7.29256E-09      -54.5315E-06       -61.4971E-06       -65.6532E-06       -68.4077E-06 
              558.304             10.9943E-09       -53.9872E-06       -60.8782E-06       -64.9935E-06       -67.7228E-06 
              558.529             15.9052E-09       -53.265E-06        -60.0632E-06       -64.1183E-06       -66.8141E-06 
              558.867             23.2383E-09       -52.1867E-06       -58.8463E-06       -62.8115E-06       -65.454E-06  
              559.118             28.6973E-09       -51.3769E-06       -57.9404E-06       -61.8438E-06       -64.4415E-06 
              559.286             32.3513E-09       -50.8349E-06       -57.334E-06        -61.1961E-06       -63.766E-06  
              559.6               39.1853E-09       -49.8211E-06       -56.1917E-06       -59.9847E-06       -62.5028E-06 
